pl_name,pl_orbsmax,pl_rade,pl_orbeccen,pl_insol,st_teff,st_rad,st_mass,st_lum,sy_dist,sy_snum,sy_pnum,disc_year
Kepler-295 c,0.142,1.17,,,5603.0,0.898,,,1699.19,1,3,2014
HD 125612 c,0.051,,0.149,,,,1.05,,57.6207,2,3,2009
NY Vir b,,,0.15,,32780.0,0.151,0.459,1.37508,544.024,2,2,2011
HD 168863 b,10.961,,0.187,,,,0.8,,39.8979,1,1,2022
Kepler-1522 b,,1.73,,,5706.0,0.93,0.96,,814.125,1,1,2016
HATS-17 b,0.1308,8.709393,0.029,72.7,5846.0,1.091,1.131,0.09342,400.331,1,1,2016
Kepler-20 g,0.2055,,0.15,,5495.0,0.9639,0.948,,282.563,2,6,2016
Kepler-771 b,,1.82,,,5906.0,1.05,1.03,,1393.85,1,1,2016
CoRoT-20 c,2.9,,0.6,,,,1.14,,844.061,1,2,2018
HD 215152 d,0.08799,,0.0,,4935.0,0.73,0.77,,21.5974,1,4,2018
Kepler-1493 b,,1.41,,,5863.0,1.29,1.06,,555.051,1,1,2016
Kepler-1185 b,,1.33,,,5622.0,0.87,0.96,,459.273,1,1,2016
KMT-2023-BLG-0469L b,2.31,,,,,,0.47,,7070.0,1,1,2024
TOI-1693 b,0.0226,1.41,,,3499.0,0.46,0.49,,30.7947,1,1,2022
HD 20781 b,0.0529,,0.1,,5256.0,,0.7,-0.3098,35.9715,2,5,2019
TOI-1716.01,0.080496,3.143,,254.83,5879.0,1.24,1.07,,104.158,1,1,2024
Kepler-62 e,0.427,1.61,,,4925.0,0.64,0.69,-0.678,300.874,1,5,2013
TOI-1803 c,0.097,4.29,0.0,22.0,4687.0,0.715,0.756,-0.65365,119.24,1,2,2025
K2-312 c,1.961,,0.853,,5959.0,1.22,1.18,,109.86,1,2,2023
Kepler-730 c,0.03997,1.56926,,,5620.0,1.411,1.047,,1935.04,1,2,2018
Kepler-381 c,0.117,1.12,,,6152.0,1.568,,,267.323,1,3,2014
K2-117 b,0.0189,2.03,,,3778.0,0.51,0.54,,101.632,1,2,2017
WASP-92 b,0.0348,16.376349,0.0,,6280.0,1.341,1.19,,575.889,1,1,2016
HD 86081 b,0.0346,,0.0119,,5939.0,1.46,1.21,0.38,103.936,2,1,2006
K2-202 b,,2.30165603,,,5491.0,0.910685,0.971461,,300.397,1,1,2018
HD 82943 c,0.74345,,0.3663,,5935.0,1.1826,1.08,0.19405,27.5902,1,2,2003
Kepler-368 b,0.186,3.26,,,5502.0,2.019,,,770.978,1,2,2014
LP 791-18 b,0.00978,1.212,,24.14,2960.0,0.182,0.139,-2.63827,26.4927,1,3,2019
Kepler-1431 b,,1.47,,,5806.0,1.03,1.03,,1623.24,1,1,2016
Kepler-1420 b,,1.28,,,5187.0,0.79,0.82,,1054.37,1,1,2016
Kepler-1856 b,,1.73447868,,,4948.0,0.816,0.782,,848.76,1,1,2021
HIP 70849 b,3.99,,0.65,,,,0.65,,24.0572,2,1,2009
K2-325 b,0.0419,2.2,,,3287.0,0.298,0.274,,111.638,1,1,2020
TOI-5126 c,0.1439,3.86,0.0,96.0,6150.0,1.241,1.24,0.29885,160.414,1,2,2023
Kepler-1996 b,0.1789,2.26,0.0,5.61,4580.0,0.675,0.748,,440.561,1,2,2023
Kepler-120 c,0.088,1.53,,,4096.0,0.534,,,388.63,1,2,2014
Kepler-1919 b,,2.62390658,,,5513.0,0.818,0.868,,1177.53,1,1,2021
K2-378 b,,2.88,,,4823.0,0.732,0.923,,687.973,1,1,2022
TOI-4010 c,0.058,5.93,0.03,112.0,4960.0,0.83,0.88,,177.504,1,4,2023
K2-193 b,0.1184,3.95,,,5817.0,0.98,1.01,,411.923,1,1,2018
Kepler-363 c,0.079,1.69,,,5593.0,1.485,,,762.596,1,3,2014
Kepler-1301 b,,1.4,,,5188.0,0.81,0.85,,854.28,1,1,2016
HD 23472 d,0.04298,0.75,0.07,117.0,4684.0,0.71,0.67,-0.62525,39.0341,1,5,2022
HD 109988 b,12.518,,0.056,,,,0.88,,42.5279,1,1,2022
TOI-2583 A b,0.0571,14.4595851,0.0,750.9,5936.0,1.477,1.215,0.38828,566.189,2,1,2023
Kepler-1986 b,0.1307,1.89,0.0,26.62,5549.0,0.732,0.776,,912.085,1,1,2023
Kepler-589 c,,1.11727238,,,5372.0,0.916,0.832,,612.803,1,2,2021
HD 23472 c,0.1646,1.87,0.063,7.96,4684.0,0.71,0.67,-0.62525,39.0341,1,5,2019
Kepler-789 b,,2.12,,,5870.0,1.02,1.01,,1480.16,1,1,2016
TOI-2096 c,0.04,1.914,0.1,3.7,3300.0,0.235,0.231,-2.22768,48.4809,1,2,2023
K2-63 b,0.1627,3.22,,188.0,6771.0,1.63,1.4,,517.534,1,2,2016
HD 86065 b,15.947,,0.219,,,,0.81,,40.3661,1,1,2022
HD 3167 e,0.3885,,0.15,,5261.0,0.88,0.837,,47.2899,1,4,2022
Kepler-535 b,,2.36,,,6123.0,1.27,1.18,,685.599,1,1,2016
KMT-2021-BLG-2478L b,1.85,,,,,,0.2,,2970.0,1,1,2023
GJ 433 c,4.819,,0.12,,,,0.48,,9.06456,1,3,2014
Kepler-534 c,,1.227,,,5936.0,0.965,1.075,,570.659,1,2,2021
KMT-2016-BLG-0212L b,2.2,,,,,,0.48,,6300.0,1,1,2018
K2-55 b,0.03486,3.82,,115.0,4456.0,0.63,0.696,,159.522,1,1,2016
CoRoT-20 b,0.09,,0.59,,,,1.14,,844.061,1,2,2011
Kepler-1073 d,,1.48770949,,,5509.0,1.116,0.924,,809.897,1,3,2021
Kepler-47 b,0.2877,3.05,0.021,,,0.936,0.957,,1025.02,2,3,2012
KIC 8540376 c,,2.4,,,6474.0,1.26,1.04,,1072.3,1,3,2015
TOI-2076 d,0.199,3.43087751,0.0,,5192.0,0.796,0.8557,-0.37779,41.9091,1,4,2021
NGC 2682 Sand 1429 b,0.384,,0.0,,6000.0,2.13,1.26,,852.793,1,1,2024
HATS-48 A b,0.03769,8.9672,0.162,137.6,4546.0,0.7152,0.7279,-0.70885,263.609,2,1,2020
K2-170 b,,1.41817537,,,5748.0,0.981614,0.963657,,392.872,1,2,2018
TOI-332 b,0.0159,3.2,0.0,,5251.0,0.87,0.88,,222.852,1,1,2023
TOI-1224 c,,2.884,0.0,,3326.0,0.404,0.4,-1.6968,37.3312,1,2,2024
HIP 113103 b,0.06899,1.829,0.17,,4930.0,0.742,0.761,,46.2122,1,2,2023
HIP 38594 b,0.256,,0.17,,,,0.61,,17.7886,2,2,2020
Kepler-1361 b,,0.86,,,5131.0,0.79,0.83,,389.143,1,1,2016
HD 88072 b,13.895,,0.156,,,,1.04,,35.9098,1,1,2022
WASP-50 b,0.0293,13.069694,,,5400.0,0.843,0.892,,184.848,1,1,2011
2MASS J01033563-5515561 AB b,84.0,,,,,,0.19,,,2,1,2013
Kepler-977 b,,2.62,,,5315.0,0.83,0.87,,568.751,1,1,2016
GJ 3138 b,0.0197,,0.19,118.1,3717.0,0.5,0.681,-1.34679,28.4712,1,3,2017
Kepler-305 e,,1.7938153,,,4974.0,0.827279,0.82,-0.42318,868.477,1,4,2020
HD 24064 b,1.29,,0.35,,4052.0,40.0,1.61,,300.247,1,1,2015
TOI-2202 c,0.15544,,0.0622,,5144.0,0.794,0.823,-0.40121,235.933,1,2,2021
Kepler-1743 b,,1.59887007,,,5855.0,1.613,1.266,,538.807,1,1,2021
HD 1502 b,1.262,,0.031,,4947.0,4.67,1.46,,190.953,1,1,2011
TOI-4443.01,0.029962645,1.7193265,,1194.2104,5834.0,1.01733,1.049133,,56.0739,1,1,2024
WASP-83 b,0.059,11.65736,0.0,,5510.0,1.05,1.11,,271.103,1,1,2015
HD 11112 b,13.38,,0.285,,,,1.07,,44.3804,1,1,2022
HIP 71135 b,0.335,,0.21,,4146.0,,0.66,,32.3311,1,1,2019
Kepler-547 b,,4.0,,,4828.0,0.73,0.78,,378.972,1,1,2016
Kepler-1336 c,,1.71,,,5512.0,1.3,0.94,,1126.64,1,2,2016
HD 222076 b,1.83,,0.08,,4806.0,4.1,1.07,0.92942,91.1538,1,1,2016
Kepler-882 b,,1.23,,,5476.0,0.87,0.9,,504.605,1,1,2016
Kepler-172 d,0.118,2.25,,,5526.0,1.085,,,828.592,1,4,2014
Kepler-1828 b,,2.11598626,,,5806.0,0.899,0.996,,871.81,1,1,2021
11 UMi b,1.53,,0.08,,4213.0,29.79,2.78,,125.321,1,1,2009
Kepler-1746 b,,8.93504475,,,6018.0,1.286,1.09,,979.541,1,1,2021
Kepler-1261 b,,2.26,,,5006.0,0.77,0.82,,744.294,1,1,2016
K2-26 b,0.0962,2.67,,5.8,3785.0,0.52,0.56,-1.3098,99.0504,1,1,2016
Kepler-862 b,,2.21,,,5333.0,0.84,0.88,,1039.03,1,1,2016
HD 25912 c,17.848,,0.051,,,,1.08,,49.1661,1,2,2022
K2-246 b,0.0602,3.49,,,5610.0,0.94,0.87,,703.616,1,1,2018
KELT-21 b,0.05224,17.777474,0.0,2950.0,7598.0,1.638,1.458,0.90472,470.878,1,1,2018
Kepler-193 c,0.286,2.75,,,6335.0,1.147,,,1009.1,1,2,2014
Kepler-1502 b,,3.18,,,6666.0,1.72,1.44,,1514.02,1,1,2016
XO-4 b,,14.01125,0.0,,6397.0,1.45,1.1,,272.655,1,1,2010
TOI-559 b,0.0723,12.22899794,0.151,,5925.0,1.233,1.026,0.22737,233.266,1,1,2021
Kepler-39 b,0.164,13.9,0.112,,6350.0,1.4,1.29,,1057.41,1,1,2011
HD 90156 b,0.25,,0.31,,5599.0,,0.84,-0.14267,21.9496,1,1,2009
K2-19 d,,1.11,,,5322.0,0.82,0.88,,289.827,1,3,2016
WASP-169 b,0.0681,14.616536,0.0,,6110.0,2.011,1.337,,627.066,1,1,2019
Kepler-534 b,,2.24,,,5884.0,0.98,1.05,,570.659,1,2,2016
TOI-2095 b,0.101,1.25,0.0,3.43,3759.0,0.44,0.44,-1.45892,41.9176,1,2,2023
K2-196 b,,3.59970536,,,6045.0,1.538801,1.162095,,584.877,1,1,2018
HD 215497 c,1.31,,0.47,,,,0.92,,40.5468,1,2,2009
NGC 2682 Sand 978 b,,,0.16,,4200.0,,1.37,,821.918,1,1,2017
HAT-P-39 b,0.0509,17.609,0.0,,6430.0,1.625,1.404,0.607,697.004,2,1,2012
MOA-2008-BLG-310L b,1.1,,,,,,0.21,,7700.0,1,1,2009
Kepler-1845 b,,2.43836702,,,4703.0,0.701,0.686,,710.724,1,1,2021
Kepler-524 b,,1.91,,,6014.0,1.1,1.09,,1058.24,1,2,2016
Kepler-386 b,0.096,1.39,,,5178.0,0.767,,,882.462,1,2,2014
Kepler-430 c,0.4757,1.75,,,5884.0,1.485,1.166,,917.477,1,2,2015
Kepler-104 b,0.094,3.1,,,5711.0,1.349,,,400.785,2,3,2014
Kepler-191 b,0.087,1.34,,,5282.0,0.789,,,594.464,1,3,2014
HD 93385 c,0.112,,0.2,,5977.0,,1.04,0.20683,43.3475,1,3,2021
K2-27 b,0.06702,4.48,0.251,116.0,5248.0,0.885,0.866,,249.645,3,1,2016
Kepler-1500 b,,1.2,,,5845.0,1.0,1.0,,1217.82,1,1,2016
TOI-892 b,0.092,11.99363,0.125,,6261.0,1.39,1.28,0.43136,340.543,1,1,2020
K2-64 b,0.0619,2.07,,98.0,5312.0,0.726,0.741,,499.891,1,1,2016
HD 22532 b,1.9,,0.03,,5038.0,5.69,1.57,1.27416,161.183,1,1,2022
Kepler-748 b,,2.52,,,5934.0,1.1,1.07,,1705.99,1,1,2016
Kepler-1780 b,,3.60600667,,,5403.0,0.868,0.868,,790.516,1,1,2021
Kepler-616 d,,2.653,,,6004.0,0.977,1.061,,945.775,1,3,2021
K2-284 b,0.04771,2.78,0.078,42.6,4140.0,0.607,0.63,-1.01323,107.272,1,1,2018
OGLE-2019-BLG-0249L b,1.84,,,,,,0.91,,6370.0,1,1,2023
Kepler-1893 b,,1.70557445,,,5633.0,1.162,0.973,,1050.72,1,1,2021
Kepler-1265 b,,1.35,,,4630.0,0.69,0.71,,583.641,1,1,2016
Kepler-1311 d,,9.65837605,,,5616.0,1.674,1.032,,866.331,1,3,2021
Kepler-527 b,,2.84,,,6388.0,1.45,1.28,,750.04,1,1,2016
Kepler-1363 b,,1.25,,,4839.0,0.72,0.76,,541.714,1,1,2016
TOI-1472 b,0.065,4.15964583,0.0,,5133.0,0.8377,0.9154,-0.35556,121.84,1,1,2024
HD 108202 b,3.7,,0.52,,,,0.74,,38.6846,1,1,2023
Kepler-1548 b,,2.64,,,5706.0,0.97,0.99,,872.279,1,1,2016
Kepler-197 b,0.06,1.02,,,6004.0,1.12,,,330.575,2,4,2014
Kepler-1801 b,,2.70926154,,,5738.0,0.981,0.936,,839.332,1,2,2021
GJ 3293 e,0.08208,,0.21,3.34,3466.0,0.404,0.42,-1.65758,20.1903,1,4,2017
GJ 411 b,0.07879,,0.063,,3719.0,0.3685,0.3899,,5.675773,1,2,2019
NGTS-20 b,0.313,11.99360935,0.432,,5980.0,1.78,1.47,,382.898,1,1,2022
CoRoT-24 c,0.098,5.0,0.0,,4950.0,0.86,0.91,,591.555,1,2,2014
Kepler-31 b,0.16,5.5,,,6340.0,1.22,1.21,,1664.64,1,3,2011
Kepler-60 b,,1.71,,318.0,5905.0,1.257,1.041,,1025.1,1,3,2012
RR Cae b,5.3,,0.0,,,,0.44,,21.1916,2,1,2012
K2-90 b,0.096,2.6,,,4484.0,0.619,0.629,,134.188,1,2,2016
Qatar-6 b,0.0423,11.903958,0.0,,5052.0,0.722,0.822,-0.51428,100.848,2,1,2017
WASP-57 b,0.03769,11.76945,,,5600.0,0.927,0.886,,398.276,1,1,2012
TOI-1260 c,0.0657,2.76,0.0,29.81,4227.0,0.672,0.679,-0.88941,73.5977,1,3,2021
CoRoT-13 b,0.051,9.92,0.0,,5945.0,1.01,1.09,,1148.93,1,1,2010
HIP 5763 b,0.17,,0.054,,,,0.72,,31.9043,1,1,2021
HD 56957 b,6.426,,0.273,,,,1.03,,61.4925,1,1,2022
HD 152581 b,1.66,,0.04,,5027.0,5.14,1.3,,165.76,1,1,2011
K2-188 c,0.0785,2.83,,,5977.0,1.19,1.06,,446.821,1,2,2018
K2-159 b,0.1013,2.26,,,5425.0,0.83,0.9,,170.998,1,1,2018
Kepler-1825 b,,1.42200732,,,5123.0,0.847,0.828,,430.254,1,1,2021
Kepler-493 b,,15.13,,,6457.0,1.54,1.36,,1745.77,1,1,2016
HD 21693 c,0.2586,,0.07,,5430.0,,0.8,-0.20761,33.255,1,2,2019
Kepler-649 b,,2.26,,,5871.0,0.94,0.97,,513.748,1,1,2016
OGLE-2019-BLG-0954L b,2.65,,,,,,0.8,,3630.0,1,1,2021
Kepler-1264 b,,1.18,,,5791.0,0.98,0.99,,801.993,1,1,2016
KELT-8 b,,18.15858,0.04,,5754.0,1.46,0.81,,197.572,1,1,2015
Kepler-138 d,0.1288,1.51,0.01,3.4,3841.0,0.535,0.535,-1.25181,66.8624,1,4,2014
OGLE-2018-BLG-1212L b,1.68,,,,,,0.16,,1550.0,1,1,2022
K2-58 b,0.0692,2.68,,118.0,5413.0,0.86,0.89,,181.746,1,3,2016
HD 73344 d,6.7,,0.18,,6148.0,1.22,1.19,,35.26,1,3,2025
TOI-1685 b,0.01138,1.468,0.0,236.0,3575.0,0.4555,0.454,-1.51542,37.6153,1,1,2021
Kepler-180 b,0.109,1.5,,,5731.0,1.063,,,695.65,1,2,2014
Kepler-266 c,0.457,3.89,,,5885.0,1.028,,,1370.79,1,2,2014
HD 158259 e,,,,,,1.21,1.08,,27.0498,1,5,2020
Kepler-1112 b,,3.02,,,6496.0,1.54,1.34,,1671.28,1,1,2016
TOI-615 b,0.0678,18.97680433,0.39,1286.0,6850.0,1.732,1.449,0.7679,360.408,1,1,2023
Kepler-849 b,1.137,8.08167508,0.078,2.86,5950.0,1.822,1.259,0.57287,822.134,1,1,2016
Kepler-299 b,0.04,1.32,,,5617.0,1.032,,,1052.24,1,4,2014
HAT-P-21 b,,12.44199,0.23,,5588.0,1.21,1.24,,277.278,1,1,2010
Kepler-908 b,,1.22,,,5973.0,1.12,1.11,,290.843,3,1,2016
M62H b,,,,,,,1.4,,,1,1,2024
Kepler-804 c,,1.14,,,5817.0,1.05,1.01,,649.65,1,2,2016
MXB 1658-298 b,1.613,,,,,,,,,2,1,2017
Kepler-256 d,0.064,2.48,,,5551.0,1.301,,,1026.43,1,4,2014
Kepler-190 b,0.03,1.56,,,5106.0,0.795,,,433.387,1,2,2014
WASP-31 b,0.04659,17.363,0.0,,6302.0,1.252,1.163,,383.829,1,1,2010
HD 25463 c,0.0443,1.36354953,0.0,,6353.0,1.4182,1.251,0.47276,45.6181,1,2,2023
K2-343 b,,1.65,,,3804.0,0.46,0.49,,166.169,1,2,2021
WASP-22 b,,13.78707,0.02,,6000.0,1.24,1.46,,317.652,1,1,2010
Kepler-344 c,0.488,2.95,,,5774.0,0.976,,,1002.94,1,2,2014
HD 105779 b,3.38,,0.0,,5792.0,0.94,0.89,-0.10791,55.2411,1,1,2022
Kepler-1143 c,,3.6,,,5053.0,0.77,0.81,,555.189,1,2,2016
HAT-P-11 b,0.05258,,0.251,,,,0.811,,37.7647,1,2,2008
K2-168 b,,1.86,,,5502.7,0.83,0.877,,243.935,1,2,2018
Kepler-33 d,0.1662,5.35,0.0,,5904.0,1.82,1.291,0.556,1209.16,1,5,2011
TOI-1776 b,0.0378,1.21612741,0.0,,5785.0,0.9356,0.9196,-0.05306,44.647,1,1,2024
Kepler-666 b,,2.4,,,5887.0,1.05,1.03,,1508.71,1,1,2016
HD 35843 b,0.088,,0.0,,5666.0,0.897,0.94,-0.12494,69.6026,1,2,2025
HD 64114 b,0.246,,0.12,,5676.0,,0.95,,31.5262,1,1,2019
K2-208 b,0.04878,1.67462172,0.37,,5500.0,0.872,0.881,-0.20135,256.887,1,1,2018
K2-352 c,,1.92,,,5791.0,0.95,0.98,,176.051,1,3,2021
HAT-P-4 b,0.04438,14.28,0.0,,5860.0,1.596,1.248,0.431,320.451,2,1,2007
Kepler-995 b,,2.7,,,5206.0,0.8,0.83,,609.638,1,1,2016
Kepler-149 b,0.184,4.21,,,5381.0,0.953,,,571.034,1,3,2014
WASP-130 b,0.1012,9.97601,0.0,,5625.0,0.96,1.04,,172.256,1,1,2016
KMT-2019-BLG-1552L b,2.6,,,,,,0.79,,4600.0,1,1,2022
HD 80883 b,6.462,,0.203,,,,0.88,,34.6011,1,1,2022
Kepler-858 b,,4.87,,,5653.0,0.91,0.96,,298.532,1,1,2016
L 98-59 e,0.0712,,0.012,2.4,3415.0,0.3155,0.2923,-1.91364,10.6194,1,5,2021
K2-136 c,0.1185,3.0,0.047,11.91,4500.0,0.677,0.742,-0.7765,59.2474,2,3,2017
HD 222237 b,10.8,,0.56,,4751.0,0.71,0.76,,11.4469,1,1,2024
BD+55 362 b,0.78,,0.27,,5012.0,,0.909,,52.5697,1,1,2021
Kepler-1802 c,,2.322,,,4245.0,0.637,0.649,,636.694,1,2,2021
Kepler-259 c,0.217,2.7,,,5938.0,0.898,,,1002.14,1,2,2014
Kepler-605 b,,1.44,,,5462.0,0.88,0.91,,556.58,1,2,2016
TOI-2427 b,0.0202,1.8,,,4072.0,0.65,0.64,,28.5147,1,1,2022
K2-243 b,0.1087,2.17,,,6570.0,1.39,1.29,,266.864,1,2,2018
HATS-32 b,0.04024,14.000041,0.471,,5700.0,1.097,1.099,0.0569,745.116,1,1,2016
BD-08 2823 c,0.68,,0.19,,4746.0,,0.74,,41.3342,1,2,2009
L 168-9 b,0.0208,1.63,0.0,,3842.0,0.604,0.614,-1.14086,25.1496,1,1,2020
Kepler-194 c,0.131,2.59,,,6089.0,1.025,,,1097.97,1,3,2014
Kepler-1592 b,,1.54,,,6213.0,1.28,1.18,,1639.47,1,1,2016
HD 14067 b,5.15,,0.65,,4815.0,12.4,2.4,1.898,142.024,1,1,2014
HD 93385 d,0.2565,,0.09,,5977.0,,1.04,0.20683,43.3475,1,3,2021
Kepler-1395 b,,0.8,,,6138.0,1.23,1.17,,492.894,1,1,2016
TrES-2 b,,15.24424,0.0,,5850.0,1.12,1.36,,215.32,2,1,2006
Kepler-508 b,,1.64,,,6025.0,1.25,1.16,,324.618,1,1,2016
Kepler-931 b,,1.33,,,5241.0,0.81,0.86,,,1,1,2016
TOI-500 d,,,0.016,,4440.0,0.678,0.74,,47.3924,1,4,2022
Kepler-1280 b,,1.87,,,6227.0,1.32,1.2,,1486.7,1,1,2016
Kepler-876 b,,1.43,,,5060.0,0.77,0.81,,820.913,1,1,2016
OGLE-TR-211 b,0.051,15.244,0.0,,6325.0,1.64,1.33,,1515.26,1,1,2007
Kepler-1762 b,,2.76022913,,,6572.0,1.238,1.298,,1663.74,1,1,2021
TOI-1806.01,0.087735044,3.4095367,,2.1473,3272.0,0.401575,0.392935,,55.5211,1,1,2024
Kepler-1673 b,,2.9355194,,,6014.95,1.13166,1.11,0.17906,727.187,1,1,2020
Kepler-1343 b,,1.93,,,5759.0,0.93,0.95,,1756.71,1,1,2016
Kepler-389 b,0.041,1.51,,,5376.0,0.792,,,816.559,1,2,2014
MOA-2022-BLG-249L b,1.63,,,,,,0.18,,2000.0,1,1,2023
Kepler-865 b,,2.49,,,5570.0,0.92,0.93,,586.137,1,2,2016
TOI-1386 b,0.173,6.2163865,0.0,,5735.0,1.0235,1.0363,0.0103,146.858,1,2,2024
Kepler-20 f,0.1387,0.952,0.094,35.9,5495.0,0.9164,0.929,,282.563,2,6,2011
Kepler-764 b,,1.64,,,5557.0,0.89,0.92,,1047.84,1,1,2016
TOI-5293 A b,0.034,11.9,0.38,34.6,3586.0,0.52,0.54,,162.229,2,1,2023
HD 216520 c,0.528,,0.12,,5103.0,0.76,0.82,-0.452,19.552,1,2,2020
WTS-1 b,0.047,16.7,0.1,,6250.0,1.15,1.2,,2346.01,1,1,2012
Kepler-1051 b,,3.4,,,6675.0,1.73,1.43,,829.343,1,1,2016
Kepler-1165 b,,1.55,,,6080.0,1.18,1.13,,1575.2,1,2,2016
Kepler-788 b,,2.55,,,6159.0,1.23,1.16,,1775.8,1,1,2016
Kepler-1312 b,,2.1,,,5719.0,0.92,0.99,,299.104,1,2,2016
HD 190647 b,2.231,,0.224,,5656.0,1.376,1.069,,54.4738,1,1,2007
HATS-30 b,0.04354,13.170575,0.096,,5943.0,1.061,1.093,0.09691,342.14,2,1,2016
Kepler-625 c,,1.05,,,5789.0,0.96,1.04,,760.708,1,2,2016
Gaia-5 b,,,0.6423,,3447.0,0.345,0.339,-1.82594,41.1813,1,1,2025
WASP-80 b,0.0344,11.197791,0.002,,4143.0,0.586,0.577,,49.7876,1,1,2012
HD 50499 c,9.02,,0.0,,6099.0,1.42,1.31,,46.2845,1,2,2019
KOI-12 b,0.154,13.78707,0.34,,,1.4,1.5,,399.398,1,2,2015
SWEEPS-4 b,0.055,9.079,,,,1.18,1.24,,,1,1,2006
KOI-217 b,0.0477,12.442,0.0,,5545.0,0.86,0.95,,914.699,1,1,2010
Kepler-1057 b,,3.36,,,5987.0,1.1,1.07,,1201.82,1,1,2016
K2-219 b,,1.34762583,,,5753.0,1.189232,1.021545,,325.4,1,3,2018
K2-37 c,0.0654,2.75,,130.3,5413.0,0.85,0.9,,179.943,1,3,2016
Kepler-569 b,,3.16,,,5616.0,0.93,0.95,,638.301,1,1,2016
TOI-4153 b,0.06311,16.11851425,0.039,,6860.0,1.605,1.572,0.71349,423.84,1,1,2024
Kepler-1048 b,,1.61,,,4651.0,0.7,0.75,,556.006,1,1,2016
Kepler-1434 b,,1.11,,,6291.0,2.04,1.47,,775.529,1,1,2016
Kepler-104 d,0.257,3.58,,,5711.0,1.349,,,400.785,2,3,2014
Kepler-1556 b,,1.96,,,5608.0,0.95,0.97,,944.54,1,1,2016
Kepler-1552 b,,2.47,,,5202.0,0.78,0.85,,769.096,1,1,2016
HD 48948 c,0.1951,,0.55,15.5,4593.0,0.679,0.686,,16.9043,1,3,2024
KMT-2019-BLG-0253L b,3.1,,,,,,0.7,,4900.0,1,1,2022
Kepler-940 b,,3.34,,,5769.0,0.96,0.97,,1260.78,1,1,2016
Kepler-1120 b,,1.38,,,4904.0,0.74,0.78,,615.231,1,1,2016
Kepler-1924 b,,2.65446572,,,5726.0,1.285,1.018,,1910.77,1,1,2021
HD 88986 b,0.58,2.49,0.24,,5861.0,1.543,1.25,,33.2673,1,1,2023
TOI-262 b,0.163,2.07,,,5310.0,0.853,0.913,,43.932,1,1,2023
Kepler-1052 b,,2.93,,,5888.0,1.03,1.03,,943.444,1,2,2016
Kepler-1223 b,,1.22,,,4870.0,0.75,0.8,,459.957,1,1,2016
TOI-2570 b,0.04145,13.64132951,0.0,699.0,5771.0,1.095,1.063,0.07882,361.857,1,1,2022
HATS-4 b,0.0362,11.433,0.013,,5403.0,0.925,1.001,-0.187,416.459,1,1,2014
Kepler-1274 b,,1.42,,,6179.0,2.17,1.45,,614.648,1,1,2016
HD 177830 b,1.14,,0.1,,4901.0,3.26,1.7,,62.7674,2,2,1999
Kepler-390 c,0.101,0.79,,,5166.0,0.776,,,435.277,2,2,2014
Kepler-1399 b,,1.25,,,5735.0,0.96,0.97,,1385.7,1,1,2016
Kepler-754 b,,2.01,,,5935.0,1.08,1.06,,1770.27,1,1,2016
HAT-P-62 b,0.03772,12.02723629,0.101,867.2,5629.0,1.17,1.023,0.09061,348.815,1,1,2021
HD 23472 f,0.0906,1.137,0.07,26.3,4684.0,0.71,0.67,-0.62525,39.0341,1,5,2022
NGTS-5 b,0.0382,12.733424,0.0,,4987.0,0.739,0.661,,306.779,1,1,2019
HD 20794 b,0.1257,,0.064,,5368.0,0.93,0.79,-0.16311,6.00278,1,4,2011
Kepler-1711 b,,1.923,,,5706.0,1.034,0.94,,590.268,1,1,2021
HD 113337 b,1.022,,0.28,,,,1.41,,36.18,3,2,2013
Kepler-560 b,,1.72,,,3556.0,0.33,0.34,,109.308,2,1,2016
HD 28254 b,2.45,,0.95,,,,1.1,,55.2884,2,1,2010
TOI-257 b,0.1528,7.16253867,0.0,186.0,6095.0,1.867,1.407,0.63649,76.9028,1,1,2021
kap CrB b,2.5,,0.04,,4840.0,4.68,1.33,1.03583,30.0651,1,1,2007
HD 233604 b,0.747,,0.05,,4791.0,10.9,1.5,1.75,847.058,1,1,2013
WASP-175 b,0.04403,13.540472,0.0,,6229.0,1.204,1.212,,539.36,1,1,2019
Kepler-282 e,,3.1,,,,0.89,0.97,,1337.61,1,4,2013
KMT-2021-BLG-1898L b,1.9,,,,,,0.48,,6900.0,1,1,2022
7 CMa c,2.153,,0.08,,4826.0,4.87,1.34,1.06258,19.8101,1,2,2019
TOI-4342 b,0.05251,2.266,,26.9,3901.0,0.599,0.6296,-1.12726,61.5204,1,2,2023
Kepler-362 c,0.207,1.45,,,5788.0,0.722,,,1090.51,1,2,2014
GJ 3998 d,0.189,,0.0,1.2,3726.0,0.5,0.52,-1.358,18.1459,1,3,2025
TOI-2134 c,0.371,7.27,0.67,1.4,4580.0,0.709,0.744,-0.7167,22.6202,1,2,2023
SR 12 AB c,,,,,,,,,,2,1,2010
HAT-P-40 b,,17.03768,0.0,,6080.0,1.94,1.03,,464.469,1,1,2012
Kepler-346 c,0.168,3.07,,,6033.0,1.021,,,984.105,1,2,2014
Kepler-128 b,,1.421,,,6072.0,1.659,1.184,,396.379,1,2,2013
Kepler-208 c,0.079,1.39,,,6092.0,1.314,,,775.328,1,4,2014
HD 99492 c,,,0.063,,4929.0,,0.85,,18.2038,2,2,2023
HD 99492 b,,,0.034,,4929.0,,0.85,,18.2038,2,2,2004
